Date,Target-10,Target-9,Target-8,Target-7,Target-6,Target-5,Target-4,Target-3,Target-2,Target-1,Target
2021-10-17,886.01,911.01,902.17,928.07,924.25,939.88,941.55,946.61,960.51,972.66,972.21
2021-10-18,911.01,902.17,928.07,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43
2021-10-19,902.17,928.07,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16
2021-10-20,902.17,928.07,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16
2021-10-21,928.07,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16
2021-10-22,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79
2021-10-23,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79
2021-10-24,924.25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79
2021-10-25,939.88,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79,961.32
2021-10-26,941.55,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04
2021-10-27,946.61,960.51,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82
2021-10-28,960.51,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81
2021-10-29,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59
2021-10-30,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59
2021-10-31,972.66,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59
2021-11-01,972.21,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59,944.49
2021-11-02,976.43,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55
2021-11-03,975.16,968.16,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13
2021-11-04,968.16,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17
2021-11-05,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97
2021-11-06,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97
2021-11-07,970.79,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97
2021-11-08,961.32,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97,950.57
2021-11-09,965.04,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63
2021-11-10,956.82,942.81,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4
2021-11-11,942.81,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73
2021-11-12,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44
2021-11-13,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44
2021-11-14,952.59,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44
2021-11-15,944.49,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44,942.2
2021-11-16,933.55,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11
2021-11-17,945.13,948.17,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4
2021-11-18,948.17,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94
2021-11-19,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64
2021-11-20,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64
2021-11-21,947.97,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64
2021-11-22,950.57,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64,963.64
2021-11-23,952.63,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39
2021-11-24,958.4,957.73,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84
2021-11-25,957.73,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14
2021-11-26,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11
2021-11-27,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11
2021-11-28,951.44,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11
2021-11-29,942.2,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11,950.67
2021-11-30,948.11,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97
2021-12-01,953.4,945.94,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54
2021-12-02,945.94,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49
2021-12-03,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93
2021-12-04,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93
2021-12-05,963.64,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93
2021-12-06,963.64,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93,938.92
2021-12-07,958.39,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17
2021-12-08,958.84,965.14,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59
2021-12-09,965.14,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51
2021-12-10,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61
2021-12-11,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61
2021-12-12,941.11,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61
2021-12-13,950.67,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61,943.71
2021-12-14,930.97,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34
2021-12-15,931.54,949.49,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48
2021-12-16,949.49,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11
2021-12-17,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41
2021-12-18,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41
2021-12-19,938.93,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41
2021-12-20,938.92,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41,932.17
2021-12-21,950.17,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96
2021-12-22,945.59,952.51,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93
2021-12-23,952.51,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44
2021-12-24,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96
2021-12-25,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96
2021-12-26,948.61,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96
2021-12-27,943.71,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49
2021-12-28,940.34,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08
2021-12-29,944.48,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22
2021-12-30,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41
2021-12-31,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41
2022-01-01,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41
2022-01-02,937.11,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41
2022-01-03,939.41,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41,943.32
2022-01-04,932.17,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88
2022-01-05,934.96,926.93,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3
2022-01-06,926.93,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5
2022-01-07,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86
2022-01-08,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86
2022-01-09,932.44,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86
2022-01-10,930.96,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86,944.18
2022-01-11,933.49,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32
2022-01-12,937.08,936.22,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93
2022-01-13,936.22,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59
2022-01-14,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95
2022-01-15,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95
2022-01-16,931.41,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95
2022-01-17,943.32,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95,948.02
2022-01-18,947.88,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82
2022-01-19,939.3,940.5,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61
2022-01-20,940.5,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34
2022-01-21,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76
2022-01-22,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76
2022-01-23,949.86,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76
2022-01-24,944.18,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76,949.49
2022-01-25,940.32,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34
2022-01-26,943.93,950.59,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86
2022-01-27,950.59,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02
2022-01-28,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77
2022-01-29,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77
2022-01-30,952.95,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77
2022-01-31,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63
2022-02-01,948.02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63
2022-02-02,944.82,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89
2022-02-03,938.61,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94
2022-02-04,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67
2022-02-05,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67
2022-02-06,943.34,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67
2022-02-07,959.76,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67,964.61
2022-02-08,949.49,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01
2022-02-09,939.34,946.86,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72
2022-02-10,946.86,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64
2022-02-11,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68
2022-02-12,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68
2022-02-13,947.02,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68
2022-02-14,949.77,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68,962.64
2022-02-15,939.63,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32
2022-02-16,947.89,945.94,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51
2022-02-17,945.94,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4
2022-02-18,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96
2022-02-19,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96
2022-02-20,951.67,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96
2022-02-21,964.61,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96,979.78
2022-02-22,962.01,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73
2022-02-23,971.72,973.64,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08
2022-02-24,973.64,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65
2022-02-25,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54
2022-02-26,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54
2022-02-27,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54
2022-02-28,971.68,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54
2022-03-01,962.64,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65
2022-03-02,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16
2022-03-03,975.32,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16
2022-03-04,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05
2022-03-05,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05
2022-03-06,976.51,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05
2022-03-07,973.4,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05,988.91
2022-03-08,979.96,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54
2022-03-09,979.78,973.73,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38
2022-03-10,973.73,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14
2022-03-11,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7
2022-03-12,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7
2022-03-13,985.08,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7
2022-03-14,973.65,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7,1003.8
2022-03-15,985.54,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28
2022-03-16,987.65,978.16,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61
2022-03-17,978.16,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82
2022-03-18,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77
2022-03-19,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77
2022-03-20,994.05,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77
2022-03-21,988.91,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76
2022-03-22,986.54,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75
2022-03-23,993.38,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68
2022-03-24,997.14,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19
2022-03-25,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67
2022-03-26,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67
2022-03-27,997.7,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67
2022-03-28,1003.8,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84
2022-03-29,1001.28,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08
2022-03-30,1013.61,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22
2022-03-31,1005.82,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99
2022-04-01,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52
2022-04-02,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52
2022-04-03,1003.77,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52
2022-04-04,1003.76,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5
2022-04-05,1011.75,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85
2022-04-06,1011.68,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12
2022-04-07,1026.19,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96
2022-04-08,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82
2022-04-09,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82
2022-04-10,1017.67,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82
2022-04-11,1026.84,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27
2022-04-12,1019.08,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85
2022-04-13,1024.22,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75
2022-04-14,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67
2022-04-15,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67
2022-04-16,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67
2022-04-17,1022.99,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67
2022-04-18,1027.52,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97
2022-04-19,1033.5,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14
2022-04-20,1038.85,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68
2022-04-21,1030.12,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73
2022-04-22,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86
2022-04-23,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86
2022-04-24,1031.96,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86
2022-04-25,1043.82,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85
2022-04-26,1029.27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11
2022-04-27,1036.85,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25
2022-04-28,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-04-29,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-04-30,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-01,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-02,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-03,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-04,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-05,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-06,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-07,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-08,1044.75,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44
2022-05-09,1035.67,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94
2022-05-10,1040.97,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08
2022-05-11,1037.14,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44
2022-05-12,1053.68,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35
2022-05-13,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98
2022-05-14,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98
2022-05-15,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98
2022-05-16,1063.73,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98
2022-05-17,1056.86,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12
2022-05-18,1063.85,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0
2022-05-19,1075.11,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2
2022-05-20,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18
2022-05-21,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18
2022-05-22,1074.25,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18
2022-05-23,1085.44,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57
2022-05-24,1025.94,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93
2022-05-25,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51
2022-05-26,1021.08,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51
2022-05-27,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93
2022-05-28,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93
2022-05-29,1025.44,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93
2022-05-30,993.35,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83
2022-05-31,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78
2022-06-01,995.98,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78
2022-06-02,1004.12,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9
2022-06-03,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54
2022-06-04,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54
2022-06-05,1016.0,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54
2022-06-06,1008.2,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38
2022-06-07,1015.18,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84
2022-06-08,1002.57,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61
2022-06-09,1015.93,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18
2022-06-10,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24
2022-06-11,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24
2022-06-12,1009.51,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24
2022-06-13,1031.93,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14
2022-06-14,1029.83,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53
2022-06-15,1056.78,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12
2022-06-16,1039.9,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89
2022-06-17,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9
2022-06-18,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9
2022-06-19,1043.54,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9
2022-06-20,1036.38,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79
2022-06-21,1030.84,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04
2022-06-22,1041.61,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04,1008.76
2022-06-23,1037.18,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04,1008.76,1013.22
2022-06-24,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04,1008.76,1013.22,1018.98
2022-06-25,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04,1008.76,1013.22,1018.98
2022-06-26,1019.24,1010.14,1019.53,1014.12,1017.89,997.9,1006.79,1018.04,1008.76,1013.22,1018.98
